gender,message
male,Vote for my new remix fam!
male,"Stranded in Vegas, need a place stay LITERALLY one night, please help"
male,Who's at the cosmo?
female,"Got a 3day pass to EDC 2017, unregistered & comes in the box at $450 or better offer. Hit me up if interested."
male,I will be hosting a table at Marquee tonight! Dj Galantis hit me up if you want to come!! 11:30pm
female,Last minutee EDC anyone have a wristband I could buy off them?
male,Does anyone have 2 spots left in their car for Vegas leaving Friday morning from San Diego or Orange County? Willing to pitch for gas and spreading good vibes <U+270C> Let me know below please!
female,"Anyone selling 4 linq shuttle passes last minute???
Or any shuttle passes"
male,Any extra LINQ SHUTTLES AROUND?
male,Anyone looking for a 3 day GA   I have a extra ticket the buyer back up!! Last minute I'm in Vegas we can meet I'm asking 320  for it
female,(2) 3 day GA tickets 800 for both pick up in Las Vegas will transfer to your name once I receive payment.
female,"GA tickets
$800 - Temecula, CA

2 3day GA tickets for sale 800 will meet you in vegas with tickets cash or PayPal only."
male,"Selling two three day EDC only tickets, hmu if you're looking!"
female,Anyone going to the Hakkasan night club tonight to see Kaskade?
male,I have a Saturday/Sunday pass I'll need to get off my wrist after tomorrow. Comment or message if you're looking to rave <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>
male,"Anyone needing a VIP ticket? Willing to trade for GA & $, 2x GA or just cash."
male,Got 3  bracelet's that haven't been register can met up in Vegas . Lmk
female,Just made it to Vegas!!! Is anyone going to Marshmello tonight at Intrigue!? I'm trying to go but not sure if my two friends are wanting to!
female,I'm looking for a Las Vegas village shuttle pass... cheap please or Paula will twerk for it. Whichever you prefer. PM me
female,Selling my ticket for Saturday and Sunday
female,How are you guys bringing meds in? Lol
female,Anyone need Chainsmokers tix for tonight? Will sell 2x for 50 each (paid 75 each for them)
female,Looking for LV Village Shuttle Passes please! In need of 2
female,Want to see all the shenanigans going down on ONE N ONLY EDC trip?? Follow us on Snap!
female,Any other females going to edc alone?
female,I'm looking for a Saturday ticket!
female,"Good evening, fellow EDC 2017 attenders! I am going to be attending EDC for my first time this year, and I happen to not have a hotel room set up. I'm posting this as a request for someone to graciously allow me to use their restroom for even just one of these days for a mere 15-20 minutes to shower and prepare for the day.

I am also driving myself to Vegas by myself. I have many friends attending EDC and can most likely provide me with a restroom to swiftly use for the three days I'm attending (Friday, Saturday & Sunday) but part of the experience in trying to engage in is socially interacting with completely random people and feeling a sense of community and support for one another. I can most likely find find a last resort, but I hope someone is kind enough to allow me that short time, and it would mean the world to me. And as of right now, I do not in fact have somewhere to do so.

Thank you for taking the time to read my post. I'll be arriving in Las Vegas within 10 hours, but I would appreciate an available restroom anytime after 7am at your convenience."
female,Last shift before EDC is officially over! Time to finish packing
male,"In Search Of: 3-DAY GENERAL ADMISSION 
FREE"
female,My car is ready for the drive to Vegas!
female,Looking for 2 MGM grand shuttle passes
male,"TAG YOURSELF IF YOU MET UP! <3
#EDMDFW #TEXASPLUR #EDCLV2017"
female,Heading off to EDC ? Come visit us at Sin City Blo Bar located right off the strip so you can be sure your hair and makeup will glitter and glow under the Electric Sky !! Now pre booking appointments at www.SinCityBloBar.com !
female,"IN NEED OF A BRAIDER! 

Anybody down to braid 3 girls hair on Friday for extra $$ ?!?! We are staying at Paris! PLUR vibez <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
female,"Brand new 
$25 each O.B.O 

Pick up only 
No holds"
male,"Looking for 8 Saturday tickets <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>
Cash ready"
male,Do y'all know if they let you take gatorades on the shuttles ?
female,Let's do this shit!!!! When all else fails you drive to Vegas! Flights from Chicago are looking rough.
male,Anyone have a damn GA ticket last person bail on me
female,"Chainsmokers tix
$65

Selling 2 Chainsmokers tix tonight 65$ each"
female,Need a linq shuttle pass lmk if you have one & are in Vegas already <ed><U+00A0><U+00BD><ed><U+00B8><U+00AC><ed><U+00A0><U+00BD><ed><U+00B8><U+00AC>
female,DESPERATELY looking for a 3 day ga ticket and shuttle!!!! Im here in vegas and will meet you! Please help me get to EDC!!!!!
male,"Looking for 2 3-Day EDC Tix, meet up at Vegas"
male,I have an extra 3 day shuttle pass from the Linq! Hit me up if interested.
male,This weekend is going to be fire!
male,"VIP ticket
<U+0E3F>700

Selling 1 VIP ticket for 700 OBO I am at the Luxor."
female,"days GA
$400 - Pharr, TX

Selling all days GA pass for $400 hmu!"
male,Pregame at the penthouse at Hotel 32 on top of the Monte Carlo and Party bus to all the Encore Beach Club Pool Parties all weekend and tonight pregame then party bus to whatever let's go hard as fuck 3058331379
male,Anyone currently have an MGM shuttle pass that wants to trade 1 for Linq?!  Or willing to trade 2 MGM for 2 Linq!  Two of us have MGM and 1 has Linq!  We want to try and be on same shuttle!
male,"shuttle pass
$100 - San Antonio, TX

Selling a shuttle pass! Las Vegas village $90 to $100 here at the 4 queens on freemount street"
male,Think she's going to EDC? Lol
male,Who's here at Luxor hotle casino?
male,"If anyone needs a ticket please messenger her and buy it! Offer at 500 obo. She's in vegas already! Please message her! Much love! See you all under the electric sky!! 

https://m.facebook.com/story.php?story_fbid=10212777245013298&id=1452965854"
female,"Who are you most excited to see at EDC?

Add me on IG/Snap <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> @belenfls"
male,"1st time in edc!!!!!!!!! Not sure what to expect but super excited!!!!! Ready to dive in, meet new people and have an awesome experience!!!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BD><ed><U+00B9><U+008C>"
male,"If you are in Vegas already, this is the move Tonight! SEE YOU ALL TOMORROW! <3"
female,i need one 3 day GA. give me your best guys! our last person bailed on us <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A9>
female,This is how I imagine this weekend going with the weather being over 100
male,"Selling my EDC 3 day Pass in the Houston area, let me know if you're interested! Can't make it <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> (Selling for cheaper than purchase price) hopefully someone can enjoy it!"
female,<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
male,"day general
$400 - Dallas, TX

I have one edc 3 day general admission ticket for sale $400 . Paid $430.28 for it with taxes and fees. Will meet up in Vegas Friday morning"
female,<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4>If I wanted to buy something inside do they have Apple Pay?! Would rather not carry around a lot of cash if I don't have to.<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4>
female,"AYYYYYEEE, WHO IS AT THE SLS HOTEL!!!?? <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
male,Who wants to party with armin van buuren tonight
male,Please come check us out!
female,"Due to some unforeseen issues, I will not be able to attend Kaskade at Hakassan tonight. Had to drive from Chicago to Vegas. I have 2 VIP male tickets with $100 drink cards for sale. Feel free to make me an offer for them."
male,Looking for 2 3 day passes. I will be in vegas Friday morning Dm me
male,EDC... Wy@???!
male,"3 day VIP tickets
$650 - Urbana, OH

3 day VIP tickets - $650"
female,Let our Vacation  Begin...<ed><U+00A0><U+00BD><ed><U+00B0><U+00BC><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B0><U+00BC><ed><U+00A0><U+00BE><ed><U+00B4><U+0097>
male,Rave app meet up tonight who's down to meet all the beautiful edc ravers!?!?
male,"day ticket
$400 - Las Vegas, NV

Selling a 3 day ticket for $400 obo."
female,Got general admission for 300 bucks yes 300 im losing money cus some dumb fuck  message me
male,Made it!!!
female,"Delete if not allowed

Sharing for love! Have fun guys and gals <ed><U+00A0><U+00BD><ed><U+00B2><U+009B>"
male,I'm at the Palazzo and I have cash for a 3 day ticket that I can register. I'd prefer VIP. PM me.
female,If you're from Texas help rep EDM DFW! Can't wait to see the picture of yalls beautiful souls <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>
male,See you guys soon!! <ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BC><ed><U+00BE><U+0089>
female,"How's the traffic guys??? We're leavimaleorrow morning and I don't know what to expect  , first EDC"
female,1 EDC Sat&Sun tickets for sale $320
male,I'm in Vegas now I need 2 shuttle passes for Las Vegas village I will pay for them and pick up please message me!!!
female,Does anyone travel with them?
male,Is this  a good size  hydration pack  for EDC
male,"Babe; because i dont speak section 8 and ""bae"" is poop in Danish."
female,Is anyone selling a Sunday ticket? Just need one. Please and thank you!
female,"5 free drinks a day while you're in Vegas. The app is called CityZen it's a free app ( no strings attached) gives you 5 free drinks at participating locations on the strip. When you download it.. don't sign up using Facebook ( it won't allow you to enter the promo code for the free drinks. CODE IS - WC20
Just delete it when you leave -- grab your drinks

If you need help with pool parties or nightclubs DM me for details"
male,Looking for two Sunday tickets. :)
female,https://www.facebook.com/KitchenFunWithMy3Sons/videos/1633952303302243/
male,Buying 1 sat and sun ticket
male,I need a pass anyone selling one?
female,"I'm offering 30$ CUSTOM airbrush SPRAY TANS two or more for $25.... I come to YOU I bring my tent and equipment to your room/suite/house....Get that EDC Glow <ed><U+00A0><U+00BD><ed><U+00B1><U+0099>
PM me or comment below <U+2B07><U+FE0F><U+2B07><U+FE0F><U+2B07><U+FE0F>"
male,Hey guys I'm here solo for #EDCLV17. If anyone is down to link up and have parties at the resort I'm staying at then DM me but only Good Plur Vibes please!
male,DJ frequent flyer at club Airport
male,"Bus Passes
$35 - Houston, TX

Selling 2 Bus Passes for Sunday. $35 each. $50 Both. Cash only, will meet in Vegas. No monkey business please. Hmu <U+2764><U+FE0F>"
male,Can you get single day passes at the gates need to know for a homie
male,Whose staying at Monte Carlo? Meet up.
male,VEGAS!!!!..... WE HAVE ARRIVED AND I AM DEEP INSIDE YOU!!!
female,"Have fun at EDC. Stay out of traffic and out of trouble! <ed><U+00A0><U+00BC><ed><U+00BC><U+00BC>

"
male,Anyone want to go bassrush pool pary with me have two spear tickets
male,I made it safely from Canada. Hello Vegas
male,So much love on the road!
male,"EDC shuttle pass leaving from LV Village lot (across from Luxor). Selling for $60, message me"
male,Looking for two Sunday passes! Help me catch the last day of insanity
female,"day general
$400

I have one edc 3 day general admission ticket for sale $400 or obo. Paid $430.28 for it with taxes and fees."
female,https://m.facebook.com/story.php?story_fbid=1480474635346054&id=100001505951509
male,Need 1 GA 3 day pass <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>
male,Anyone selling Basscon pool party tickets?
male,"Day 1 Starwars, Day 2 random camo, Day 3 Captain America."
male,"Almost ready to depart from Vancouver , BC ! 
3 power banks 
A pain reliever <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>

Should hopefully help at the end of every night !"
male,"#limomafia 

#callbackkingofthewest"
male,Dimitri Vegas & Like Mike. Encore beach club TODAY. . 2 male GA - $25each or $45 both.  happening right now.
male,"Text me for free entry guestlists and table inquiries! My phone number is +1-702-420-6878 I also have Whatsapp. 
Free drinks for ladies available at some events 

#Marqueepromoter #marqueelv #marqueedayclub #edclv #edc2017 #vegas #vegasguestlist #vegashost #vegaspromoter"
female,"Selling a 3-day general pass in L.A. area 
Will be in Vegas Friday noon"
male,Looking for a 3 day ticket
male,Above and beyound hit me up guys to see them today.
male,"Mine and my crew's first time going to Electric Daisy Carnival (EDC) and also our first time making Kandi!! This weekend will be one for the books!! 
<ed><U+00A0><U+00BC><ed><U+00BD><U+00AD><ed><U+00A0><U+00BC><ed><U+00BD><U+00AC><ed><U+00A0><U+00BD><ed><U+00B2><U+008D><ed><U+00A0><U+00BC><ed><U+00BE><U+00AB><ed><U+00A0><U+00BC><ed><U+00BE><U+00B0><U+26A1><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><ed><U+00A0><U+00BC><ed><U+00BE><U+00AA><U+2728>"
male,Anybody going to Encore beach club this morning?!
female,"Anyone having or know of day parties sat,sun or Monday? Not like the clubs but a bunch of cool people coming together"
male,"VIP Ticket
$550 - Atlanta, GA

I have 1 VIP Ticket for sale 550 obo. Message me ASAP. I can meet you in Vegas Now"
male,"Selling one GA Bassrush Pool Party ticket $50, PDF ticket"
male,Whos rocking at rehab?? Bassrush poolparyy!!!!
male,"Running late <ed><U+00A0><U+00BD><ed><U+00B8><U+0091> 

Convoy?"
male,"I'm looking for one day ticket, at Friday"
male,"KASKADE tonight @ HAKKASAN nightclub.
Oliver HELDEN @ JEWEL NIGHTCLUB
ARMIN BAN BUREN at OMNIA nightclub!

Free entry on my guestlist for guys and girls.

HMU @ 702-524-9232 or pm me before 8pm for reservations 

male 
PROMOTIONS MANAGER @ HakkasanGroup  Instagram: JERRYNGO_VIPLASVEGAS     HAKKASAN l OMNIA l JEWEL l WET REPUBLIC ULTRA POOL l"
female,Ya mero..
female,On our way to Vegas! See you guys! Kinda traffic past modesto bcoz of road. construction.
male,"Selling a bassrush massive ticket for tonight. Plans changed, its yours for 45. E-Ticket"
male,"GA wristband
$400 - Albuquerque, NM

I have ONE GA wristband for $400 or best offer!! I'll be arriving in Vegas today at 4:00!! Let me know if you're interested!! <ed><U+00A0><U+00BC><ed><U+00BE><U+00AB><U+26A1><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><ed><U+00A0><U+00BC><ed><U+00BE><U+00AA>"
male,"pool party
$110 - Luxor Hotel and Casino

Selling an Above and Beyond male admission pool party ticket!!! Hit me up!"
female,Selling an above and beyond male admission ticket at Wet Republic today!!
female,All these people getting to Vegas today are making me jelious.. I keep telling myself just tomorrow to make it through then I leave for the airport at 2 A.M to fly out at just about 6 A.M  Eastern Time
female,"---CHEAP ---Bottle service for 8 people at :
Hyde, Drais or intrigue 
2 bottles for $1,650 (taxes and gratuity included) 

Dm if interested 

Wednesday night
Hyde: Maria Marano 

Thursday night 
Drais - dj ESCO 
Intrigue : marshmello"
female,Anyone else procrastinate on their festival outfits like me!? lol hope Vegas has some shopping!!!
male,Selling 2 Sunday VIP wristbands for $500 dm me.
male,Where are my ravers at? #LASVEGAS #EDCWEEK #FATTUESDAY
female,Anyone else coming from Philly?? #cityofbrotherlylove
female,Just started packing!!!! See y'all on Thursday corazones! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BE><ed><U+00B6><U+0084><ed><U+00A0><U+00BC><ed><U+00BD><U+00AD><ed><U+00A0><U+00BC><ed><U+00BE><U+00A1>
male,Share<U+2764>Jumber Mix<ed><U+00A0><U+00BD><ed><U+00B1><U+0090>EDC<ed><U+00A0><U+00BD><ed><U+00B2><U+00AF>Listen Now<ed><U+00A0><U+00BC><ed><U+00BE><U+00A7>
female,"I'm staying in an apartment north of the strip but south of the speedway. I'd really like to hitch a ride in with someone, so I can get the whole epic walk-in experience. I will have $ for ya!"
male,Who's eles is at SeaTac airport waiting for the 3pm flight??
male,Dose anyone have shuttle passes for sale for Las Vegas village?! I need two! Also need one ticket for. Bassrush massive tonight. I'm on my way to Vegas now should be there by 1. Can pick up please message me
male,"GA
$420 - Las Vegas, NV

1 GA 3 days for sale - $420
2 GA Sunday for sale - $130 ea. or $250 for pair. 
Please pm me. 
Require a $50 deposit to hold the ticket, and pay remainding when meet. 
Venmo / Payapl / Cash"
female,Ok who is here and where is party?
male,"First time going, Idk what to expect, I like techno so I heard Drumcode is gonna be up, fuck yeah!! <ed><U+00A0><U+00BD><ed><U+00B1><U+00BD><ed><U+00A0><U+00BD><ed><U+00BA><U+0080><U+2764><U+FE0F>I'm excited actually. 

Do they sell alcohol bottles or is it just like cups and shit?"
male,Attention all Edc peeps come pregame every morning for cheap with Botomless Mimosas and Bloody Marys At the Hard Rock Cafe right on the strip next to the big Coca Cola Bottle Every day 8:30 A.M. till Noon. Mention my name  male i work there and come trade Kandi with me.
male,"HARDWELL tonight @ HAKKASAN nightclub.
JAUZ @ JEWEL NIGHTCLUB
LIL JON at 1OAK nightclub!

Free entry on my guestlist for guys and girls.

HMU @ 702-524-9232 or pm me before 8pm for reservations 

male 
PROMOTIONS MANAGER @ HakkasanGroup  Instagram: JERRYNGO_VIPLASVEGAS     HAKKASAN l OMNIA l JEWEL l WET REPUBLIC ULTRA POOL l"
female,"5 free drinks a day while you're in Vegas. The app is called CityZen it's a free app ( no strings attached) gives you 5 free drinks at participating locations on the strip. When you download it.. don't sign up using Facebook ( it won't allow you to enter the promo code for the free drinks. CODE IS - WC20
Just delete it when you leave -- grab your drinks

If you need help with pool parties or nightclubs DM me for details"
male,Who needs a place to stay? Lmk! :)
male,This weekend is going to be so lit!!! <ed><U+00A0><U+00BD><ed><U+00B8><U+009D><U+26A1><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><ed><U+00A0><U+00BC><ed><U+00BE><U+00AA>
male,Who's staying the the TRUMP?
male,I got one 3 day VIP for sale inbox me for info
male,Selling a 3-day pass and a 3-day parking pass.  HMU
male,$140 FIRM! Will meet you in Las Vegas
male,For sale!! $140 firm!!!
female,Can you really not bring gloves to EDC?
male,Any pool party's today ?
female,If anybody needs rides anywhere message me. I'm local and doing them at a cheap price. Plus I drive a minivan and take cash or credit haha. Hubby will be driving as well.
male,"Wanted shuttle pass from Mandalay Bay 3days, prefer the 9pm premier."
male,Anyone selling shuttle pass for festival grounds?
male,Is anyone selling just a Friday pass? Will go meet up in Vegas!
male,Meanwhile....while waiting in Denver...she wants to play barbie hair salon<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>  thats my <ed><U+00A0><U+00BD><ed><U+00B0><U+00BC> for you.
male,Cause it's Thursday in Las Vegas and you still don't have plans <ed><U+00A0><U+00BE><ed><U+00B4><U+0094> Come join us for a free screening of Electric Heart Movie at 9pm at United Artists Showcase 8 <ed><U+00A0><U+00BC><ed><U+00BE><U+00B6><ed><U+00A0><U+00BD><ed><U+00B4><U+008A><ed><U+00A0><U+00BC><ed><U+00BE><U+00A5><ed><U+00A0><U+00BD><ed><U+00B1><U+0080> 
male,"Hope you guys and gals have safe travels, whether it be planes, trains, or automobiles! Much love to you all! And lets rage under the electric sky! See you there!"
female,High Guys See U soon <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B8><U+008E>
male,<ed><U+00A0><U+00BD><ed><U+00B8><U+008A> 831
male,Is anyone on here flying out from London UK??
female,"TONIGHT is the next Nuphonic Rhythm multi genre warehouse party. One room, one vibe, one night before EDC begins. Bday celebration for our lighting guy Jordan Koi
#BreakBeats #PsyTrance #DnB #TechHouse #Trance #BassHouse #FutureBass #FutureHouse

https://www.facebook.com/events/1578650218826043"
female,Our ride to the airport is heerrreee!!!!! SEEYOU LOVELY SOULS SOON!!!!
male,Anybody got some fire ass suggestions on places to eat in Las Vegas?? Staying at Bluegreen Club 36 pretty close to strip!
male,Paul Oakenfolds dad on my flight or DJ Austin Powers.
male,"pass
$400 - Henderson, NV

hey all, my girl ended up not being able to go this weekend so i'm trying to help sell her ticket for her. it's a 3 day pass general admission, we're located already in vegas asking for $400 OBO feel free to offer up just do/pm me on facebook, thanks for reading"
male,"selling 2 3 day passs, 360 each, meet ups in vegas<ed><U+00A0><U+00BE><ed><U+00B4><U+0091><ed><U+00A0><U+00BE><ed><U+00B4><U+0091>"
male,Anyone looking for a 3 day pass?
male,Question: how's t-mobile's service at the Speedway?
male,"I have a 3 day GA ticket.
hmu if you're interested!"
female,Hi Everyone! I have two GA 3-day passes I really need to get rid of and a linq shuttle pass if anyone needs them! <U+263A><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BC><U+00BB>
male,First plane down second to go. EDC here I come.
male,At the airport waiting at the gate. This trip is officially underway!!! See you guys in a few hrs!!!
female,Here we gooooo!! <ed><U+00A0><U+00BD><ed><U+00B0><U+00BC><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B0><U+00BC>
female,ANYONE SELLING A PREMIUM PARKING PASS PLEASE LET ME KNOW SERIOUS BUYER<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>
female,"Bottle service for 8 people at :
Hyde, Drais or intrigue 
2 bottles for $1,650 (taxes and gratuity included) 

Dm if interested"
male,And to my right ..... the popcorn guy Orville Redenbacher
female,"Kick off your #edc weekend with HALF OFF DRINKS!! Stop by The Cabaret Show Lounge inside of #planethollywood this Friday!!

Come find me behind the bar <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>
MAJOR DISCOUNTED DRINKS!! Half off anyone wearing their #EDC2017 wristbands! (Or anyone that shows this post)

Doors open @4pm
June 16th, 2017

Need a few drinks before heading off to the nights major event?
Catching a shuttle from Planet Hollywood or a hotel nearby?? 
Come hang out at our burlesque themed lounge!!
Message me for more details* — at <U+FFFC>Cabaret Show Lounge."
male,Rolling Solo if you trying to link drink blaze hmu Snapchat: KushTV
male,We ready!!!
male,Let's all link up!!!
male,Anyone know what time borgore playing
male,Anyone have 1 spot hotel for tonight?
female,You know its EDC week when you start to see this around las vegas !
male,Anyone going to dimitri Vegas like mike today? Going dolo cause my friends are bass heads lol
female,Sunday intro of last year
male,Will this one be ok to take?
female,YALL HEARD THATS HER MAN <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
male,Looking for 1 Las Vegas Village shuttle pass.
male,Have a 3 day EDC pass ($350) and LV Village shuttle pass across from the Luxor ($80). Can meet in Vegas tomorrow and/or sell them together for $400. Hmu
male,Are there mosquitoes in Vegas? I'm tired of getting eaten alive and need to know if I need to bring bug spray
female,Selling two tickets if anyone's interested
female,"VIP ticket
$600 - Brownwood, TX

selling a VIP ticket for $600, includes overnight shipping. message me if interested!"
male,Hi im looking for a ride into colorado after edc if anyone out there know of anyone that has room i would really appreciate it i have money on gas and ill be at edc if youd like to meet.
male,"comment , like, share, and ill and you to the group chat since nobody is making one."
female,Someone who wants to share a ride and has room in his/her car left to go from de strip or somewhere else to the festival?
male,Allright EDC Ravers lets post are outfits for EDC Day 1. #starwars #edcday1
male,"Looking for an MGM Grand Shuttle Pass, anybody have one?"
male,"shuttles passes
$180 - Las Vegas, NV

Selling 2 shuttles passes from MGM for $180 .."
female,Looking for a ticket and LV Village Shuttle pass!
male,"Day GA ticket
$350

Selling a 3 Day GA ticket for $350 in LA area! Will deliver :)"
female,"Hello fellow EDC Fam! i Hope everyone is just as excited and ready for this weekend as i am! Just wanted to announce that our photography collective Fifth District is going to be out there for the weekend and if anyone wants pictures for their creatively designed outfits we will gladly do so. Our rates are manageable and our quality of service is outstanding. In order to forever hold a memory of the awesome weekend we're about to have i would encourage you to take advantage of this opportunity. Feel Free to look at our website www.fifthdistrict.photos for examples of our work. If interested in setting up a photoshoot with us you can reach us at contact@fifthdistrict.photos, and lets make this EDC the most memorable of them all! Party on!"
male,"<U+274C><U+2B55><U+FE0F><U+274C><U+2B55><U+FE0F><U+274C>Attention everyone!!! <U+274C><U+2B55><U+FE0F><U+274C><U+2B55><U+FE0F><U+274C>

I'm planning to make a YouTube video for my first trip to EDC and I will be going Sunday only! I wanted to record as much as possible meeting new people, people's costumes, totems, candy, dancing, light shows, and anything else that catches my eye! I will leave my Snapchat name at the bottom of this, but I plan to record and interview the people that are serious about this!! I know it will be a little weird but talk to me through here or Snapchat. Maybe you have some ideas that you can help with!!! 
#EDCLV2017 

Snapchat: Bomb-Com"
male,Anybody gonna be at Hakkasan tonight ?!
male,Be sure to use this Lyft code for the hookup on rides!
male,anyone know where i can play with some kittys?
male,Help I need tickets for hardwell tonight
male,"My best fran and I got an extra queen bed in our hotel room @ Ellis Island conveniently located near the strip. They have a cheap bomb ass sirloin steak breakfast and $2 beers down at the restaurant in the lobby and free parking. 

You can also ride with us to the festival and back!

Msg me if interested!"
male,"Hi, I would like to buy two tickets for Friday night.  Text me 407-864-6292 or message me here if you have two you would like to sell or we can purchase new ones from insomniac and you can take the sat and Sunday ones"
male,What is the price of drinks like? <ed><U+00A0><U+00BD><ed><U+00B2><U+00B0><ed><U+00A0><U+00BD><ed><U+00B2><U+00B0>
male,In need of 1 Linq shuttle pass!
male,Anybody going to jauz tonight??
female,Have Saturday and Sunday if anyone is interested!
female,"Ideas on things that will be nice to have while inside the festival? right now i have my camelback filled with... deodorant, brush, sunscreen (sealed), gum(sealed), portable charger, sunglasses"
male,See everyone sat/sun
male,"Anyone from the Bay Area going to EDC, leaving Friday night or sat morning with room for 2?  Need a ride, last min trip! <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>. Located in San Jose."
male,"Alright guys . After weeks of emailing insomniac, trying out spots and routes and talking to drivers we finally we came up with the most efficient way to transport people to and from EDC with our party busses . Taxi and uber will be upwards of $100 to get into speedway and you will be paying to sit in a car in traffic . WE ARE DOING PARTY BUSSES . We have 3 pick up times . As of right now it's 3pm 6pm and 9pm . On the way back it till be 3am 5am and 7am . You can buy a 2 way or just a one way . Please don't be left without a ride because people will try to take advantage of you . We will be giving out wristbands out of our offices. We will be selling the busses on the strip as well so it's first come first serve . The busses are BYOB but we will provide water and snacks . The only rule for the bus is to have good vibes. One way ticket is $70 and both ways is $120 which is pretty cheap for a ride there in a party bus . 

Please send me a text with how many people in the group and which time you would like .

Also, if you guys are interested in doing the pool crawl or club crawl. They're also selling out fast 

LETS HAVE A CRAZY WEEKEND"
male,"I know EDC is just in a couple of days so it may be crazy to ask, but anyone happen have extra room for one? Need to find a place to stay now <ed><U+00A0><U+00BD><ed><U+00B8><U+0095><ed><U+00A0><U+00BD><ed><U+00B8><U+00AA>"
female,Can you take in rechargeable phone chargers ? First EDC
female,Someone who wants to share a ride and has room in his/her car left to go to the festival from de strip or somewhere else?
male,"If I bought a shuttle leaving from the village but would like to switch it now leaving from the linq would anyone know 1) how to do this or 2) if it is possible? 

Thanks"
male,So I know  Las Vegas just recently passed new recreational marijuana laws.. does that mean it's okay to use the medicine inside EDC??  Or is the policy the same ?
female,Still has a GA pass and MGM shuttle pass! Pm if interested :)
male,Come trade kandi.
male,"Who is at the cosmo?

Let's party together! 

Also anyone got a link for dreamstate pool party tickets? If we get a huge group we can get free open bar!
Hit me up"
male,"Looking to buy a 3 day pass, I'm
located in Vegas. What's good!?"
male,Anyone from North County San Diego heading toward ONE N ONLY EDC shuttle pick up?
female,Hey PLUR fam. I am looking for 2 or 4 Friday or Saturday EDC tickets. Thank you !!!
male,"Anybody have a extra spot in there car and there leaving Friday or Saturday ? I'm from La, CA"
female,Selling a 3-day GA pass (best offer). Unregistered. SF bay area.
male,I need 2 Friday or Saturday tickets please we can meet in Vegas... I need a good deal pleaseeeeeee !!!!!! Or all 3 days that's not so highly priced
female,<ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>SO<ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>CLOSE<ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>TO<ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>HOME!<ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>
